0,0.011569,0.012975,0.010333,0.014081,0.012567,0.016168,0.0017804,0.0099021,0.012488,0.030603,0.0031329,0.012243,0.0045347,0.025345,0.013318,0.01077,0.012014
0.0082603,0,0.00033975,0.0053449,0.00718,0.0047007,0.0032034,0.0033687,0.0011913,0.0044525,0.0052594,0.00094008,0.0094511,0.0037752,0.017526,0.0023341,0.0064601,0.0024401
0.0071407,0.02233,0,0.0036562,0.0034066,0.030401,0.0076825,0.011075,0.012282,0.0071138,0.010987,0.00139,0.020988,0.0055682,0.030076,0.0090869,0.0062666,0.0067651
0.0092286,0.01055,0.00056398,0,0.0064572,0.023903,0.0032283,0.00039497,0.0019133,0.00849,0.0074915,0.0056682,0.017512,0.0049343,0.0046234,0.011476,0.0049642,0.00068209
0.0074189,0.0059292,0.0074994,0.007085,0,0.012334,0.0043503,0.0013252,0.016219,0.015982,0.0060424,0.0036652,0.022202,0.0069966,0.020802,0.0075371,0.0097665,0.0070108
0.0041184,0.021356,0.029709,0.0034044,0.011637,0,0.029245,0.037713,0.0601,0.016156,0.0067345,0.015923,0.0090065,0.0090422,0.030898,0.0082462,0.019133,0.013774
0.0028681,0.012117,0.0093761,0.0037967,0.0050704,0.0032682,0,0.0021662,0.0093045,0.0028933,0.0028804,0.001359,0.0030512,0.004219,0.005754,0.006251,0.0040017,0.005896
0.0067489,0.00071914,0.0078243,0.00062612,0.0047599,0.00014878,2.8473e-05,0,0.002769,0.0053225,0.0089907,0.00056004,0.011028,0.0031733,0.011989,0.0031733,0.004682,0.0032356
0.0036694,0.0044068,0.0046328,0.00085682,0.0007728,0.0015864,0.001548,0.00074217,0,0.00081117,0.0032657,0.0069495,0.0051406,0.00054555,0.0090697,0.0080769,0.006464,0.0058369
0.0054206,0.0023402,0.0089081,0.0028712,0.0028229,0.0012794,0.0006896,0.00011951,0.0067731,0,0.0072246,0.00071408,0.0035029,0.0056976,0.018245,0.0049234,0.0043848,0.0045213
0.010837,0.016308,0.013318,0.0055668,0.001584,0.015378,0.0075428,0.0023354,0.0065375,0.01487,0,0.00086109,0.029181,0.0061891,0.0014645,0.01407,0.0088825,0.0040008
0.0063126,0.0033255,0.0042739,0.0048512,0.005258,0.00049012,0.00073177,0.00098601,0.008871,0.0066752,0.0072278,0,0.00090566,0.0033498,0.0093534,0.00087182,0.0035302,0.0015293
0.0083961,0.015818,0.010994,0.0057395,0.016619,0.018306,0.011976,0.0018768,0.020143,0.0074758,0.0059701,0.0068319,0,0.0088488,0.0048066,0.0087195,0.01643,0.0076169
0.0015712,0.0021772,0.0042577,0.005909,0.0049145,0.0013808,0.00043425,0.00013349,0.00045326,0.0050151,0.00088407,0.00015451,0.0017493,0,0.0074368,0.0034836,0.0019037,0.0033906
0.0031659,0.00060131,0.0020343,0.0017204,0.0014093,0.0013464,0.00071351,0.0010894,0.0031654,0.00351,0.0032811,0.00093264,0.0030465,7.8124e-05,0,0.0052089,0.0015654,0.00049427
0.00032137,0.0047335,0.0079302,0.0022701,0.0034134,0.0079289,0.0036427,0.0010749,0.013648,0.0035339,0.0053499,0.001696,0.0093169,0.0075286,0.012695,0,0.0023769,0.0011132
0.0042974,0.0029396,0.0041024,0.0048277,0.0061422,0.013802,0.0044158,0.0027357,0.0019955,0.0032882,0.00063387,0.0035251,0.016253,0.0016784,0.0055841,0.009483,0,0.0066834
0.0017025,0.0065907,0.0022228,0.0023065,0.0027944,0.0003729,0.00095823,0.0017541,0.00083363,0.0068794,0.0027145,0.00085808,0.0034935,0.0069294,0.009022,0.0064753,0.0064428,0
