"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
0,1.31232876712329,0.361643835616438,1.03287671232877,0.612403100775194,1.15068493150685,1.38356164383562,0.446575342465753,1.13698630136986,1.37647133377837,1.46849315068493,1.61643835616438,1.04166666666667,1.0986301369863,0.819178082191781,1.56712328767123,1.44383561643836,0.413698630136986
1.31232876712329,0,0.301369863013699,1.1013698630137,0.523255813953488,1.02191780821918,1.22465753424658,0.441095890410959,1.34520547945205,1.0397231357035,1.39452054794521,1.63835616438356,1.22115384615385,1.03013698630137,0.805479452054795,1.55616438356164,1.4986301369863,0.487671232876712
0.361643835616438,0.301369863013699,0,0.249315068493151,0.213178294573643,0.334246575342466,0.326027397260274,0.136986301369863,0.435616438356164,0.399510996126976,0.443835616438356,0.542465753424657,0.298076923076923,0.315068493150685,0.249315068493151,0.435616438356164,0.446575342465753,0.145205479452055
1.03287671232877,1.1013698630137,0.249315068493151,0,0.651162790697675,0.802739726027397,0.920547945205479,0.293150684931507,1.10958904109589,0.756714789783092,1.32602739726027,1.56712328767123,0.875,0.89041095890411,0.772602739726027,1.35342465753425,1.08219178082192,0.432876712328767
0.612403100775194,0.523255813953488,0.213178294573643,0.651162790697675,0,0.457364341085271,0.63953488372093,0.155038759689922,0.562015503875969,0.599101729171345,0.682170542635659,0.74031007751938,0.604651162790698,0.705426356589148,0.596899224806202,0.779069767441861,0.798449612403101,0.197674418604651
1.15068493150685,1.02191780821918,0.334246575342466,0.802739726027397,0.457364341085271,0,0.789041095890411,0.328767123287671,0.994520547945206,0.987958248864087,1.11780821917808,1.3041095890411,0.794871794871795,0.824657534246575,0.704109589041096,1.24109589041096,1.28767123287671,0.356164383561644
1.38356164383562,1.22465753424658,0.326027397260274,0.920547945205479,0.63953488372093,0.789041095890411,0,0.416438356164384,1.12054794520548,1.17882615690823,1.36438356164384,1.60547945205479,1.24679487179487,0.928767123287671,0.936986301369863,1.33424657534247,1.26027397260274,0.372602739726027
0.446575342465753,0.441095890410959,0.136986301369863,0.293150684931507,0.155038759689922,0.328767123287671,0.416438356164384,0,0.580821917808219,0.62976955661721,0.443835616438356,0.794520547945206,0.346153846153846,0.30958904109589,0.287671232876712,0.550684931506849,0.561643835616438,0.145205479452055
1.13698630136986,1.34520547945205,0.435616438356164,1.10958904109589,0.562015503875969,0.994520547945206,1.12054794520548,0.580821917808219,0,1.25375375689469,1.26849315068493,2.02739726027397,1.07692307692308,0.994520547945206,0.8,1.58904109589041,1.52054794520548,0.487671232876712
1.10074107343364,0.731551762856501,0.300920727599371,0.669795643386481,0.599101729171345,0.766629238715473,0.786346283404446,0.374578935549068,0.879586795418819,0.567123287671233,0.911834718167527,1.23943408937795,0.737704918032787,0.750190882551089,0.406287895800584,0.648955760161689,0.832697058163036,0.152571300247025
1.46849315068493,1.39452054794521,0.443835616438356,1.32602739726027,0.682170542635659,1.11780821917808,1.36438356164384,0.443835616438356,1.26849315068493,1.26196838209734,0,1.8,1.31410256410256,1.15890410958904,0.978082191780822,1.63287671232877,1.47123287671233,0.416438356164383
1.61643835616438,1.63835616438356,0.542465753424657,1.56712328767123,0.74031007751938,1.3041095890411,1.60547945205479,0.794520547945206,2.02739726027397,2.29133236328287,1.8,0,1.40064102564103,1.48493150684931,1.11780821917808,2.47945205479452,1.92876712328767,0.652054794520548
1.04166666666667,1.22115384615385,0.298076923076923,0.875,0.604651162790698,0.794871794871795,1.24679487179487,0.346153846153846,1.07692307692308,0.737704918032787,1.31410256410256,1.40064102564103,0,1.06730769230769,0.782051282051282,1.65705128205128,1.55128205128205,0.381410256410256
1.0986301369863,1.03013698630137,0.315068493150685,0.89041095890411,0.705426356589148,0.824657534246575,0.928767123287671,0.30958904109589,0.994520547945206,0.880185683654855,1.15890410958904,1.48493150684931,1.06730769230769,0,0.895890410958904,1.36438356164384,1.1972602739726,0.410958904109589
0.819178082191781,0.805479452054795,0.249315068493151,0.772602739726027,0.596899224806202,0.704109589041096,0.936986301369863,0.287671232876712,0.8,0.578705690176547,0.978082191780822,1.11780821917808,0.782051282051282,0.895890410958904,0,1.03013698630137,0.989041095890411,0.252054794520548
1.56712328767123,1.55616438356164,0.435616438356164,1.35342465753425,0.779069767441861,1.24109589041096,1.33424657534247,0.550684931506849,1.58904109589041,1.12501468918906,1.63287671232877,2.47945205479452,1.65705128205128,1.36438356164384,1.03013698630137,0,1.70684931506849,0.717808219178082
1.44383561643836,1.4986301369863,0.446575342465753,1.08219178082192,0.798449612403101,1.28767123287671,1.26027397260274,0.561643835616438,1.52054794520548,1.12693218978125,1.47123287671233,1.92876712328767,1.55128205128205,1.1972602739726,0.989041095890411,1.70684931506849,0,0.443835616438356
0.413698630136986,0.487671232876712,0.145205479452055,0.432876712328767,0.197674418604651,0.356164383561644,0.372602739726027,0.145205479452055,0.487671232876712,0.245748318049399,0.416438356164383,0.652054794520548,0.381410256410256,0.410958904109589,0.252054794520548,0.717808219178082,0.443835616438356,0
