"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
0,0,329.794620576468,0,0,63.760466157556,122.87509662751,23.8592472032664,40.3105938932183,34.1291891701035,80.656991330987,24.8004742211052,1.1963607661487,42.6686342262683,0,3.86611228096081,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329.794620576468,0,0,0,0,402.418856434949,509.763580067952,180.136052007367,336.182101457461,263.520873096852,336.484281206352,211.962418282928,11.1003587096699,360.293569022066,0,35.8714815336823,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.760466157556,0,402.418856434949,0,0,0,135.340944461991,28.1585534543231,48.3114474543498,39.9241869741549,46.2738681678326,29.8416758240142,1.45981195980596,50.4924124064397,0,4.71747077085092,0,0
122.87509662751,0,509.763580067952,0,0,135.340944461991,0,135.264900765791,152.574748152273,167.872282139022,93.3792035078513,81.6271760911274,1.84921496335744,133.093737471198,0,5.9758501634816,0,0
23.8592472032664,0,180.136052007367,0,0,28.1585534543231,135.264900765791,0,26.1088151574517,23.6242175033504,22.2503057664396,15.5082344975347,0.653460340904985,25.9908240933044,0,2.1116966725902,0,0
40.3105938932183,0,336.182101457461,0,0,48.3114474543498,152.574748152273,26.1088151574517,0,36.3933224750461,39.208068469953,43.1171440952333,1.21953194919342,43.9697488681429,0,3.940991362479,0,0
34.1291891701035,0,263.520873096852,0,0,39.9241869741549,167.872282139022,23.6242175033504,36.3933224750461,0,49.3839864271517,21.8230840377472,0.955946561782127,65.4792545164423,0,3.08919921734451,0,0
80.656991330987,0,336.484281206352,0,0,46.2738681678326,93.3792035078513,22.2503057664396,39.208068469953,49.3839864271517,0,24.3825824857025,1.22062813443523,68.0610531411068,0,3.94453375148521,0,0
24.8004742211052,0,211.962418282928,0,0,29.8416758240142,81.6271760911274,15.5082344975347,43.1171440952333,21.8230840377472,24.3825824857025,0,0.768913454950962,27.0610320636501,0,2.48479040377728,0,0
1.1963607661487,0,11.1003587096699,0,0,1.45981195980596,1.84921496335744,0.653460340904985,1.21953194919342,0.955946561782127,1.22062813443523,0.768913454950962,0,1.30699854812747,0,0.130127147178797,0,0
42.6686342262683,0,360.293569022066,0,0,50.4924124064397,133.093737471198,25.9908240933044,43.9697488681429,65.4792545164423,68.0610531411068,27.0610320636501,1.30699854812747,0,0,4.22364497490167,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.86611228096081,0,35.8714815336823,0,0,4.71747077085092,5.9758501634816,2.1116966725902,3.940991362479,3.08919921734451,3.94453375148521,2.48479040377728,0.130127147178797,4.22364497490167,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
